-0.010185	-0.006351	1.000000
0.190689	-0.411872	1.000000
0.513074	-0.173953	-1.000000
-0.515289	0.106177	-1.000000
-0.777392	-0.180678	-1.000000
-0.004966	-0.590794	-1.000000
0.370036	0.111690	1.000000
0.194512	0.815626	-1.000000
-0.423162	-0.161912	1.000000
-0.038189	-0.136758	1.000000
0.132549	-0.308483	1.000000
0.633243	-0.588184	-1.000000
-0.796808	-0.031409	-1.000000
-0.496425	0.357870	-1.000000
0.602969	0.530511	-1.000000
0.468191	-0.416720	-1.000000
-0.014657	-0.206187	1.000000
-0.764881	-0.518013	-1.000000
-0.444529	-0.777173	-1.000000
-0.186248	-0.005728	1.000000
0.166125	0.321616	1.000000
-0.520275	-0.344618	-1.000000
-0.354382	-0.051976	1.000000
-0.140081	-0.016669	1.000000
-0.337806	0.789881	-1.000000
0.487361	-0.527610	-1.000000
0.260918	0.773823	-1.000000
-0.119526	0.428250	1.000000
-0.001652	0.343678	1.000000
-0.785620	-0.516420	-1.000000
0.138197	0.316043	1.000000
0.373803	-0.926043	-1.000000
0.250724	0.954104	-1.000000
0.463661	0.040425	1.000000
-0.653096	0.352572	-1.000000
0.792960	0.197632	-1.000000
-0.901220	-0.397561	-1.000000
-0.076281	-0.769536	-1.000000
-0.062075	0.105319	1.000000
0.020218	0.013381	1.000000
-0.830880	0.097049	-1.000000
0.629576	-0.458958	-1.000000
0.160344	-0.102113	1.000000
0.780138	0.075815	-1.000000
0.021417	0.126288	1.000000
-0.182925	-0.350803	1.000000
0.004353	0.062629	1.000000
0.452506	-0.373157	-1.000000
-0.276851	-0.363268	1.000000
0.185688	-0.113807	1.000000
-0.309182	-0.080895	1.000000
0.049985	-0.557637	-1.000000
0.083525	0.735338	-1.000000
0.584718	-0.108769	-1.000000
-0.167419	0.488164	-1.000000
-0.200230	-0.525026	-1.000000
0.714838	-0.690809	-1.000000
0.283589	0.153477	1.000000
-0.027928	0.243943	1.000000
0.027557	-0.340933	1.000000
0.118894	0.063419	1.000000
0.267642	-0.725272	-1.000000
-0.037682	-0.123585	1.000000
0.890958	-0.343243	-1.000000
-0.111930	-0.198313	1.000000
0.038455	-0.001816	1.000000
0.143173	-0.315759	1.000000
0.181670	-0.757090	-1.000000
-0.119894	-0.330029	1.000000
-0.866379	0.176324	-1.000000
-0.386053	-0.842419	-1.000000
0.089313	0.124840	1.000000
-0.161857	0.278822	1.000000
0.489749	0.511135	-1.000000
0.176851	-0.119564	1.000000
-0.622963	0.070580	-1.000000
0.635066	0.630437	-1.000000
0.497562	-0.564460	-1.000000
-0.091380	0.058058	1.000000
-0.472854	0.238619	-1.000000
0.047959	-0.054558	1.000000
-0.004222	-0.003445	1.000000
0.493637	0.654656	-1.000000
0.417345	0.354197	-1.000000
-0.505698	-0.334796	-1.000000
-0.005577	0.110671	1.000000
-0.637434	-0.694633	-1.000000
0.435289	-0.660485	-1.000000
0.695384	0.051430	-1.000000
-0.069423	-0.246195	1.000000
-0.142514	0.358660	1.000000
0.170120	-0.055284	1.000000
-0.718535	0.117433	-1.000000
0.030212	0.008255	1.000000
-0.377242	0.411278	-1.000000
0.152706	-0.139347	1.000000
0.038701	-0.005611	1.000000
0.321170	0.077055	1.000000
0.735788	-0.401972	-1.000000
-0.367278	0.762136	-1.000000
