2002	3096	0	269.990000	699.99
2002	3096	0	269.990000	602.00
2002	3096	0	269.990000	515.00
2002	3096	0	269.990000	510.00
2002	3096	0	269.990000	375.00
2002	3096	1	269.990000	1050.00
2002	3096	0	269.990000	740.00
2002	3096	1	269.990000	759.00
2002	3096	0	269.990000	730.00
2002	3096	1	269.990000	750.00
2002	3096	0	269.990000	699.99
2002	3096	0	269.990000	602.00
2002	3096	0	269.990000	515.00
2002	3096	0	269.990000	510.00
2002	3096	0	269.990000	375.00
2002	3096	1	269.990000	1050.00
2002	3096	0	269.990000	740.00
2002	3096	1	269.990000	759.00
2002	3096	0	269.990000	730.00
2002	3096	1	269.990000	750.00
2002	3096	0	269.990000	699.99
2002	3096	0	269.990000	602.00
2002	3096	0	269.990000	515.00
2002	3096	0	269.990000	510.00
2002	3096	0	269.990000	375.00
2002	3096	1	269.990000	1050.00
2002	3096	0	269.990000	740.00
2002	3096	1	269.990000	759.00
2002	3096	0	269.990000	730.00
2002	3096	1	269.990000	750.00
