2006	800	0	49.990000	85.00
2006	800	0	49.990000	102.50
2006	800	0	49.990000	77.00
2006	800	0	49.990000	162.50
2002	3096	0	269.990000	699.99
2002	3096	0	269.990000	602.00
2002	3096	0	269.990000	515.00
2002	3096	0	269.990000	510.00
2002	3096	0	269.990000	375.00
2002	3096	1	269.990000	1050.00
2002	3096	0	269.990000	740.00
2002	3096	1	269.990000	759.00
2002	3096	0	269.990000	730.00
2002	3096	1	269.990000	750.00
2002	3096	0	269.990000	699.99
2002	3096	0	269.990000	602.00
2002	3096	0	269.990000	515.00
2002	3096	0	269.990000	510.00
2002	3096	0	269.990000	375.00
2002	3096	1	269.990000	1050.00
2002	3096	0	269.990000	740.00
2002	3096	1	269.990000	759.00
2002	3096	0	269.990000	730.00
2002	3096	1	269.990000	750.00
2002	3096	0	269.990000	699.99
2002	3096	0	269.990000	602.00
2002	3096	0	269.990000	515.00
2002	3096	0	269.990000	510.00
2002	3096	0	269.990000	375.00
2002	3096	1	269.990000	1050.00
2002	3096	0	269.990000	740.00
2002	3096	1	269.990000	759.00
2002	3096	0	269.990000	730.00
2002	3096	1	269.990000	750.00
2007	5195	0	499.990000	910.00
2007	5195	1	499.990000	1199.99
2007	5195	0	499.990000	811.88
2007	5195	0	499.990000	1324.79
2007	5195	1	499.990000	850.00
2007	5195	1	499.990000	800.00
2007	5195	0	499.990000	810.00
2007	5195	1	499.990000	1075.00
2007	5195	0	499.990000	1050.00
2007	5195	1	499.990000	1199.99
2007	5195	0	499.990000	1342.31
2007	5195	1	499.990000	1000.00
2007	5195	0	499.990000	1780.00
2007	5195	0	499.990000	750.00
2007	5195	0	499.990000	2204.99
2007	5195	1	499.990000	925.00
2007	5195	0	499.990000	860.00
2007	5195	1	499.990000	1199.99
2007	5195	1	499.990000	1099.99
2007	5195	1	499.990000	1149.99
2007	5195	1	499.990000	800.00
2007	5195	1	499.990000	850.00
2008	5922	1	299.990000	530.00
2008	5922	1	299.990000	599.95
2008	5922	0	299.990000	510.00
2008	5922	0	299.990000	423.00
2008	5922	1	299.990000	599.99
2008	5922	1	299.990000	589.99
2008	5922	1	299.990000	569.99
2008	5922	1	299.990000	529.99
2008	5922	0	299.990000	500.00
2008	5922	1	299.990000	549.95
2008	5922	0	299.990000	300.00
2009	3263	1	249.990000	380.00
2009	3263	1	249.990000	399.00
2009	3263	1	249.990000	427.99
2009	3263	0	249.990000	360.00
2009	3263	1	249.990000	399.00
2009	3263	1	249.990000	399.95
2009	3263	1	249.990000	499.99
2009	3263	0	249.990000	399.95
2009	3263	1	249.990000	331.51
